,Model Name,Selected Features,Parameters,Train Time,Test Time,Train Accuracy,Test Accuracy,F1,Precision,Recall
10,MLP + No Sampler + k=51 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MinorImageVersion"",""MajorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""SizeOfImage"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},8.212542533874512,0.008083820343017578,0.9427358038221796,0.9114126097366321,0.9112321207952367,0.9147860959132825,0.9147860959132825
11,GaussianNB + No Sampler + k=29 + isotonic,"""e_maxalloc"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},0.024616003036499023,0.004885673522949219,0.8943763271456949,0.9014365522745411,0.9014330208345442,0.9014940909067743,0.9014940909067743
12,SVC + No Sampler + k=25 + isotonic,"""e_maxalloc"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'kernel': 'rbf', 'C': 3.5416409000507163, 'gamma': 0.005079619766373311}",7.6952064037323,2.3003249168395996,0.9881498732789917,0.9501197126895451,0.9500464054142839,0.9527775303964074,0.9527775303964074
13,KNeighbors + No Sampler + k=10 + isotonic,"""e_maxalloc"",""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""SectionAlignment"",""MajorSubsystemVersion"",""Subsystem"",""SizeOfStackReserve"",""SectionMaxChar""","{'n_neighbors': 3, 'metric': 'euclidean', 'weights': 'distance'}",0.5176069736480713,0.6177058219909668,0.9983560517843688,0.9772545889864326,0.9772444106290882,0.9781100051046453,0.9781100051046453
14,LGBM + SMOTE + k=47 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfInitializedData"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'num_leaves': 216, 'learning_rate': 0.0792502364774647, 'max_depth': 12, 'min_child_samples': 31, 'subsample': 0.7787313752791897, 'colsample_bytree': 0.8759692117850582, 'reg_alpha': 0.00013439923560993708, 'reg_lambda': 0.010684935145008465}",1.4198787212371826,0.03209257125854492,0.9997519225998511,0.9860335195530726,0.9860320160016307,0.9862428815299239,0.9862428815299239
15,XGB + SMOTE + k=30 + isotonic,"""e_maxalloc"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'max_depth': 8, 'learning_rate': 0.09216394868784374, 'subsample': 0.7351360100042706, 'colsample_bytree': 0.648892720081019, 'reg_alpha': 7.977266272376239e-05, 'reg_lambda': 0.0013493135325714715, 'min_child_weight': 0.25566883248755}",6.013670921325684,0.015268087387084961,0.9992557677995535,0.9860335195530726,0.9860318981059534,0.98625930362969,0.98625930362969
16,RandomForest + SMOTE + k=34 + isotonic,"""e_maxalloc"",""e_ip"",""e_cs"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'n_estimators': 189, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.6988140489432689}",46.30619812011719,0.24368071556091309,0.9974365335317953,0.984437350359138,0.9844356749732456,0.984646024776131,0.984646024776131
17,AdaBoost + SMOTE + k=66 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_ss"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""SizeOfUninitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""SizeOfImage"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""NumberOfRvaAndSizes"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPhysical"",""SectionMaxVirtual"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException"",""ImageDirectoryEntrySecurity""","{'n_estimators': 117, 'learning_rate': 0.759732016072251}",19.279263257980347,0.3046584129333496,0.9868932440254693,0.9794493216280926,0.9794462770435106,0.9797335697778077,0.9797335697778077
18,GradientBoosting + SMOTE + k=57 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""SizeOfImage"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException""","{'n_estimators': 109, 'learning_rate': 0.14044624644716794, 'max_depth': 9, 'min_samples_split': 9, 'min_samples_leaf': 4, 'subsample': 0.6651704313836256}",60.622791051864624,0.059007883071899414,0.9998759612999256,0.9860335195530726,0.9860316489613716,0.9862940105839527,0.9862940105839527
19,DecisionTree + SMOTE + k=21 + isotonic,"""e_maxalloc"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7497786194666176}",0.1969609260559082,0.0029790401458740234,0.9966096088646325,0.9826416600159616,0.9826385575052691,0.9829869013808676,0.9829869013808676
20,ExtraTrees + SMOTE + k=15 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""",{},2.866255760192871,0.21836185455322266,0.9989663441660465,0.9810454908220272,0.981042103022995,0.981389590421361,0.981389590421361
21,LogisticRegression + SMOTE + k=11 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""",{},0.4101276397705078,0.002532482147216797,0.9191681137848342,0.9207901037509976,0.9206625043964763,0.9235146767399056,0.9235146767399056
22,SGD + SMOTE + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""","{'alpha': 3.416255239442351e-05, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",0.9001064300537109,0.0020372867584228516,0.8989911519060614,0.8974461292897047,0.8973252091623304,0.8993272806510633,0.8993272806510633
23,CatBoost + SMOTE + k=47 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfInitializedData"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},19.096686601638794,0.017761707305908203,0.9986355742991814,0.985634477254589,0.9856326836381147,0.9858771049403366,0.9858771049403366
24,MLP + SMOTE + k=32 + isotonic,"""e_maxalloc"",""e_ip"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""AddressOfEntryPoint"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},10.631393909454346,0.006935834884643555,0.9381873811295791,0.934756584197925,0.9347559998103497,0.9347721611366965,0.9347721611366965
25,GaussianNB + SMOTE + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""",{},0.02819371223449707,0.003551959991455078,0.9055238567766476,0.9054269752593775,0.9054226229177703,0.9055016181229774,0.9055016181229774
26,SVC + SMOTE + k=20 + isotonic,"""e_maxalloc"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMaxChar"",""DirectoryEntryImport""","{'kernel': 'rbf', 'C': 10.840982296883695, 'gamma': 0.08563613927437005}",37.23255491256714,5.83157753944397,0.9904903663276275,0.9672785315243416,0.9672775102550383,0.9673368738824306,0.9673368738824306
27,KNeighbors + SMOTE + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""","{'n_neighbors': 25, 'metric': 'manhattan', 'weights': 'distance'}",2.6083309650421143,2.4497127532958984,0.9980980732655255,0.9774541101356744,0.9774526012996894,0.9775819462263602,0.9775819462263602
28,LGBM + RandomOverSampler + k=63 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_ss"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""SizeOfUninitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""SizeOfImage"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""NumberOfRvaAndSizes"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException"",""ImageDirectoryEntrySecurity""","{'num_leaves': 253, 'learning_rate': 0.3820393187223523, 'max_depth': 6, 'min_child_samples': 8, 'subsample': 0.9491156892812065, 'colsample_bytree': 0.9362461869698231, 'reg_alpha': 0.00017041253105661515, 'reg_lambda': 0.03910545122944009}",4.9712278842926025,0.08267855644226074,0.9993798064996279,0.9866320830007981,0.9866298342497442,0.9869596933368453,0.9869596933368453
29,XGB + RandomOverSampler + k=59 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_ss"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""SizeOfImage"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException""","{'max_depth': 6, 'learning_rate': 0.2146410946581028, 'subsample': 0.7678230125581689, 'colsample_bytree': 0.6035772627185628, 'reg_alpha': 0.0004568937403696671, 'reg_lambda': 0.004333906520603635, 'min_child_weight': 0.005066643553199493}",41.56121015548706,0.08937931060791016,0.9995865376664186,0.9860335195530726,0.9860309481945825,0.9863916504605594,0.9863916504605594
30,RandomForest + RandomOverSampler + k=26 + isotonic,"""e_maxalloc"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'n_estimators': 121, 'max_depth': 14, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 0.674614085879805}",32.03691744804382,0.29877328872680664,0.9983461506656743,0.9860335195530726,0.9860312418577954,0.9863507299304963,0.9863507299304963
31,AdaBoost + RandomOverSampler + k=62 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_ss"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""SizeOfImage"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""NumberOfRvaAndSizes"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException"",""ImageDirectoryEntrySecurity""","{'n_estimators': 165, 'learning_rate': 0.7382762651509568}",41.48631691932678,0.9629166126251221,0.9867278590920368,0.9814445331205107,0.9814429012576074,0.9816139406198992,0.9816139406198992
32,GradientBoosting + RandomOverSampler + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""","{'n_estimators': 58, 'learning_rate': 0.11242145271800724, 'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 5, 'subsample': 0.9666017572928932}",3.836991310119629,0.02484917640686035,0.9956586454973951,0.9836392657621708,0.9836372230322974,0.9838808966209434,0.9838808966209434
33,DecisionTree + RandomOverSampler + k=11 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""MinorLinkerVersion"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""","{'max_depth': 11, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 0.8246506114860854}",0.08086967468261719,0.0028274059295654297,0.9887538245265857,0.9806464485235435,0.9806411395097928,0.9811742814252559,0.9811742814252559
34,ExtraTrees + RandomOverSampler + k=17 + isotonic,"""e_maxalloc"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""",{},2.777299642562866,0.2023625373840332,0.9990076903994046,0.9698723064644852,0.9698463675270291,0.9714946743007469,0.9714946743007469
35,LogisticRegression + RandomOverSampler + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""",{},0.25772595405578613,0.0031213760375976562,0.9197883072852063,0.9205905826017557,0.9204639335404134,0.9232866605256765,0.9232866605256765
36,SGD + RandomOverSampler + k=23 + isotonic,"""e_maxalloc"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""","{'alpha': 0.0004989946574679864, 'loss': 'log_loss', 'penalty': 'elasticnet'}",1.7730190753936768,0.002170085906982422,0.927892169023402,0.9253790901835595,0.925378983243225,0.9253815286624203,0.9253815286624203
37,CatBoost + RandomOverSampler + k=62 + isotonic,"""e_cblp"",""e_cp"",""e_crlc"",""e_cparhdr"",""e_minalloc"",""e_maxalloc"",""e_ss"",""e_sp"",""e_csum"",""e_ip"",""e_cs"",""e_lfarlc"",""e_ovno"",""e_oemid"",""e_oeminfo"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""PointerToSymbolTable"",""NumberOfSymbols"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""SizeOfCode"",""SizeOfInitializedData"",""AddressOfEntryPoint"",""BaseOfCode"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorOperatingSystemVersion"",""MinorOperatingSystemVersion"",""MajorImageVersion"",""MinorImageVersion"",""MajorSubsystemVersion"",""MinorSubsystemVersion"",""SizeOfHeaders"",""CheckSum"",""SizeOfImage"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfStackCommit"",""SizeOfHeapReserve"",""SizeOfHeapCommit"",""LoaderFlags"",""NumberOfRvaAndSizes"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMinVirtualsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport"",""ImageDirectoryEntryImport"",""ImageDirectoryEntryResource"",""ImageDirectoryEntryException"",""ImageDirectoryEntrySecurity""",{},22.78113341331482,0.020928144454956055,0.9995451914330604,0.9868316041500399,0.9868297166998773,0.9871108380616005,0.9871108380616005
38,MLP + RandomOverSampler + k=26 + isotonic,"""e_maxalloc"",""e_lfanew"",""Machine"",""NumberOfSections"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Characteristics"",""Magic"",""MajorLinkerVersion"",""MinorLinkerVersion"",""ImageBase"",""SectionAlignment"",""FileAlignment"",""MajorSubsystemVersion"",""CheckSum"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SizeOfHeapReserve"",""SectionsLength"",""SectionMinEntropy"",""SectionMinRawsize"",""SectionMaxPointerData"",""SectionMaxChar"",""DirectoryEntryImport"",""DirectoryEntryExport""",{},21.58120632171631,0.015616178512573242,0.9300008269246671,0.9285714285714286,0.9285714171975156,0.9285717015454699,0.9285717015454699
39,GaussianNB + RandomOverSampler + k=10 + isotonic,"""Machine"",""TimeDateStamp"",""SizeOfOptionalHeader"",""Magic"",""FileAlignment"",""MajorSubsystemVersion"",""Subsystem"",""DllCharacteristics"",""SizeOfStackReserve"",""SectionMaxChar""",{},0.02892923355102539,0.003847837448120117,0.9022161581079964,0.9044293695131684,0.904423582455137,0.9045273444437099,0.9045273444437099
